ROWNUM;Name;Longitude_WGS84;Latitude_WGS84;NameOfStation;Line;ModeOnEvenDays;ModeOnOddDays;FullFeaturedBPAAmount;LittleFunctionalBPAAmount;BPAAmount;RepairOfEscalators;GLOBALID;
271;"Жулебино, вход 6 во второй вестибюль";"37.85544276237488";"55.68428964676738";"Жулебино";"Таганско-Краснопресненская линия";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:30, по 2 пути в 05:54:30; последний поезд по 1 пути в 01:59:00, по 2 пути в 01:03:00";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:30, по 2 пути в 05:41:00; последний поезд по 1 пути в 01:59:00, по 2 пути в 01:03:00";"";"3";"3";"";"89253332";
272;"Зябликово, вход в северный вестибюль";"37.74517313";"55.61332082";"Зябликово";"Люблинско-Дмитровская линия";"открытие в 05:55:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:30, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:47:00, по 2 пути в 01:03:00";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:30, по 2 пути в 05:48:50; последний поезд по 1 пути в 01:47:00, по 2 пути в 01:03:00";"2";"";"2";"";"85311926";
273;"Зябликово, вход в южный вестибюль";"37.74408016";"55.61329866";"Зябликово";"Люблинско-Дмитровская линия";"открытие в 05:55:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:30, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:47:00, по 2 пути в 01:03:00";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:30, по 2 пути в 05:48:50; последний поезд по 1 пути в 01:47:00, по 2 пути в 01:03:00";"2";"";"2";"";"85311927";
274;"Измайловская, вход в восточный вестибюль";"37.78314681";"55.7878118";"Измайловская";"Арбатско-Покровская линия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 06:04:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 06:04:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"";"2";"2";"";"85311929";
275;"Измайловская, вход в западный вестибюль";"37.77989672";"55.78777342";"Измайловская";"Арбатско-Покровская линия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 06:04:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 06:04:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"";"1";"1";"";"85311928";
276;"Калужская, вход 1 в северный вестибюль";"37.54090217";"55.6581429";"Калужская";"Калужско-Рижская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:55, по 2 пути в 05:41:55; последний поезд по 1 пути в 01:15:25, по 2 пути в 01:46:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:25, по 2 пути в 05:51:40; последний поезд по 1 пути в 01:15:25, по 2 пути в 01:46:10";"";"3";"3";"";"85311934";
277;"Калужская, вход 2 в северный вестибюль";"37.54182909";"55.65779153";"Калужская";"Калужско-Рижская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:55, по 2 пути в 05:41:55; последний поезд по 1 пути в 01:15:25, по 2 пути в 01:46:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:25, по 2 пути в 05:51:40; последний поезд по 1 пути в 01:15:25, по 2 пути в 01:46:10";"";"3";"3";"";"85311935";
278;"Калужская, вход 1 в южный вестибюль";"37.53922392";"55.65656156";"Калужская";"Калужско-Рижская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:55, по 2 пути в 05:41:55; последний поезд по 1 пути в 01:15:25, по 2 пути в 01:46:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:25, по 2 пути в 05:51:40; последний поезд по 1 пути в 01:15:25, по 2 пути в 01:46:10";"";"4";"4";"18.11.2013-27.12.2013";"85311931";
279;"Калужская, вход 2 в южный вестибюль";"37.54018149";"55.656292";"Калужская";"Калужско-Рижская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:55, по 2 пути в 05:41:55; последний поезд по 1 пути в 01:15:25, по 2 пути в 01:46:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:25, по 2 пути в 05:51:40; последний поезд по 1 пути в 01:15:25, по 2 пути в 01:46:10";"";"4";"4";"18.11.2013-27.12.2013";"85311933";
280;"Калужская, вход 3 в южный вестибюль";"37.53824783";"55.65567157";"Калужская";"Калужско-Рижская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:55, по 2 пути в 05:41:55; последний поезд по 1 пути в 01:15:25, по 2 пути в 01:46:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:25, по 2 пути в 05:51:40; последний поезд по 1 пути в 01:15:25, по 2 пути в 01:46:10";"";"4";"4";"18.11.2013-27.12.2013";"85311930";
281;"Калужская, вход 4 в южный вестибюль";"37.53940426";"55.65537916";"Калужская";"Калужско-Рижская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:55, по 2 пути в 05:41:55; последний поезд по 1 пути в 01:15:25, по 2 пути в 01:46:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:25, по 2 пути в 05:51:40; последний поезд по 1 пути в 01:15:25, по 2 пути в 01:46:10";"";"4";"4";"18.11.2013-27.12.2013";"85311932";
282;"Кантемировская, вход 1 в северный вестибюль";"37.65613601";"55.63700436";"Кантемировская";"Замоскворецкая линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:35, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:19:10, по 2 пути в 01:45:45";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:35, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:19:10, по 2 пути в 01:45:45";"";"3";"3";"";"85311936";
283;"Кантемировская, вход 2 в северный вестибюль";"37.65521168";"55.63663786";"Кантемировская";"Замоскворецкая линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:35, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:19:10, по 2 пути в 01:45:45";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:35, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:19:10, по 2 пути в 01:45:45";"";"3";"3";"";"85311939";
284;"Кантемировская, вход 1 в южный вестибюль";"37.65780069";"55.63505923";"Кантемировская";"Замоскворецкая линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:35, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:19:10, по 2 пути в 01:45:45";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:35, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:19:10, по 2 пути в 01:45:45";"";"3";"3";"";"85311938";
285;"Кантемировская, вход 2 в южный вестибюль";"37.65694325";"55.63473842";"Кантемировская";"Замоскворецкая линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:35, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:19:10, по 2 пути в 01:45:45";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:35, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:19:10, по 2 пути в 01:45:45";"";"3";"3";"";"85311937";
286;"Каховская, вход 1 в северный вестибюль";"37.60012432";"55.65356348";"Каховская";"Каховская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:20, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:30, по 2 пути в 05:55:50; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"";"2";"2";"";"85311946";
287;"Каховская, вход 2 в северный вестибюль";"37.59997362";"55.6535609";"Каховская";"Каховская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:20, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:30, по 2 пути в 05:55:50; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"";"2";"2";"";"85311944";
288;"Каховская, вход 3 в северный вестибюль";"37.60008473";"55.65291899";"Каховская";"Каховская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:20, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:30, по 2 пути в 05:55:50; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"";"2";"2";"";"85311945";
289;"Каховская, вход 4 в северный вестибюль";"37.60025153";"55.65291591";"Каховская";"Каховская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:20, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:30, по 2 пути в 05:55:50; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"";"2";"2";"";"85311947";
290;"Каховская, вход 1 в южный вестибюль";"37.59674464";"55.65304012";"Каховская";"Каховская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:20, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:30, по 2 пути в 05:55:50; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"";"5";"5";"";"85311941";
291;"Каховская, вход 2 в южный вестибюль";"37.59657594";"55.65298148";"Каховская";"Каховская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:20, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:30, по 2 пути в 05:55:50; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"";"5";"5";"";"85311940";
292;"Каховская, вход 3 в южный вестибюль";"37.59708717";"55.65259467";"Каховская";"Каховская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:20, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:30, по 2 пути в 05:55:50; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"";"5";"5";"";"85311943";
293;"Каховская, вход 4 в южный вестибюль";"37.59691036";"55.65254423";"Каховская";"Каховская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:20, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:30, по 2 пути в 05:55:50; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:08:00";"";"5";"5";"";"85311942";
294;"Каширская, вход в северный вестибюль";"37.64968622";"55.65580393";"Каширская";"Замоскворецкая линия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:20, по 2 пути в 05:52:20; последний поезд по 1 пути в 01:22:30, по 2 пути в 01:42:20";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:20, по 2 пути в 05:52:20; последний поезд по 1 пути в 01:22:30, по 2 пути в 01:42:20";"";"4";"4";"";"85311949";
295;"Каширская, вход в южный вестибюль";"37.64770888";"55.65438563";"Каширская";"Замоскворецкая линия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:20, по 2 пути в 05:52:20; последний поезд по 1 пути в 01:22:30, по 2 пути в 01:42:20";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:20, по 2 пути в 05:52:20; последний поезд по 1 пути в 01:22:30, по 2 пути в 01:42:20";"";"4";"4";"";"85311948";
296;"Киевская, вход 1 в вестибюль со стороны касс пригородных поездов";"37.56542533";"55.74322109";"Киевская";"Кольцевая линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:38:05, по 2 пути в 01:15:30";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:40, по 2 пути в 05:47:25; последний поезд по 1 пути в 01:27:20, по 2 пути в 01:22:00";"";"5";"5";"";"85311951";
297;"Киевская, вход 2 в вестибюль со стороны касс пригородных поездов";"37.56432053";"55.74301243";"Киевская";"Кольцевая линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:38:05, по 2 пути в 01:15:30";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:40, по 2 пути в 05:47:25; последний поезд по 1 пути в 01:27:20, по 2 пути в 01:22:00";"";"5";"5";"";"85311950";
298;"Киевская, вход 1 в вестибюль со стороны площади";"37.56711806";"55.74420545";"Киевская";"Арбатско-Покровская линия";"открытие в 07:00:00; закрытие в 22:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:37:00";"открытие в 07:00:00; закрытие в 22:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:37:30";"";"4";"4";"";"85311955";
299;"Киевская, вход 2 в вестибюль со стороны площади";"37.56690469";"55.74411183";"Киевская";"Арбатско-Покровская линия";"открытие в 07:00:00; закрытие в 22:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:37:00";"открытие в 07:00:00; закрытие в 22:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:37:30";"";"4";"4";"";"85311952";
300;"Киевская, вход 3 в вестибюль со стороны площади";"37.56717499";"55.74370794";"Киевская";"Арбатско-Покровская линия";"открытие в 07:00:00; закрытие в 22:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:37:00";"открытие в 07:00:00; закрытие в 22:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:37:30";"";"4";"4";"";"85311953";
301;"Киевская, вход 4 в вестибюль со стороны площади";"37.5675733";"55.7436919";"Киевская";"Арбатско-Покровская линия";"открытие в 07:00:00; закрытие в 22:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:37:00";"открытие в 07:00:00; закрытие в 22:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:37:30";"";"4";"4";"";"85311954";
302;"Китай-город, вход 4 в северный вестибюль";"37.63124653";"55.75687174";"Китай-город";"Калужско-Рижская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:15, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:35:10, по 2 пути в 01:26:20";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:10, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:35:10, по 2 пути в 01:26:20";"";"4";"4";"16.12.2013-28.02.2014";"85311960";
303;"Китай-город, вход 5 в северный вестибюль";"37.6306633";"55.7567514";"Китай-город";"Калужско-Рижская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:15, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:35:10, по 2 пути в 01:26:20";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:10, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:35:10, по 2 пути в 01:26:20";"";"4";"4";"16.12.2013-28.02.2014";"85311958";
304;"Китай-город, вход 1 в южный вестибюль";"37.62951582";"55.75661768";"Китай-город";"Калужско-Рижская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:15, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:35:10, по 2 пути в 01:26:20";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:10, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:35:10, по 2 пути в 01:26:20";"";"4";"4";"";"85311966";
305;"Китай-город, вход 2 в южный вестибюль";"37.63001847";"55.75623265";"Китай-город";"Калужско-Рижская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:15, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:35:10, по 2 пути в 01:26:20";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:10, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:35:10, по 2 пути в 01:26:20";"";"4";"4";"";"85311956";
306;"Китай-город, вход 3 в южный вестибюль";"37.63409557";"55.75418955";"Китай-город";"Калужско-Рижская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:15, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:35:10, по 2 пути в 01:26:20";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:10, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:35:10, по 2 пути в 01:26:20";"";"4";"4";"";"85311964";
307;"Китай-город, вход 4 в южный вестибюль";"37.63494999";"55.75411895";"Китай-город";"Калужско-Рижская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:15, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:35:10, по 2 пути в 01:26:20";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:10, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:35:10, по 2 пути в 01:26:20";"";"4";"4";"";"85311965";
308;"Китай-город, вход 5 в южный вестибюль";"37.63544813";"55.7537475";"Китай-город";"Калужско-Рижская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:15, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:35:10, по 2 пути в 01:26:20";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:10, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:35:10, по 2 пути в 01:26:20";"";"4";"4";"";"85311967";
309;"Китай-город, вход 6 в южный вестибюль";"37.63294431";"55.7531549";"Китай-город";"Калужско-Рижская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:15, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:35:10, по 2 пути в 01:26:20";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:10, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:35:10, по 2 пути в 01:26:20";"";"4";"4";"";"85311962";
310;"Китай-город, вход 7 в южный вестибюль";"37.63357971";"55.75297039";"Китай-город";"Калужско-Рижская линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:15, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:35:10, по 2 пути в 01:26:20";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:10, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:35:10, по 2 пути в 01:26:20";"";"4";"4";"";"85311963";
311;"Кожуховская, вход 1 в вестибюль";"37.68547061";"55.70641671";"Кожуховская";"Люблинско-Дмитровская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:35, по 2 пути в 05:36:50; последний поезд по 1 пути в 01:24:35, по 2 пути в 01:26:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:55, по 2 пути в 05:35:30; последний поезд по 1 пути в 01:24:35, по 2 пути в 01:26:00";"";"3";"3";"18.08.2014-26.09.2014";"85311969";
312;"Кожуховская, вход 2 в вестибюль";"37.68544243";"55.70621492";"Кожуховская";"Люблинско-Дмитровская линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:35, по 2 пути в 05:36:50; последний поезд по 1 пути в 01:24:35, по 2 пути в 01:26:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:55, по 2 пути в 05:35:30; последний поезд по 1 пути в 01:24:35, по 2 пути в 01:26:00";"";"3";"3";"";"85311968";
313;"Коломенская, вход 1 в северный вестибюль";"37.66344589";"55.67966748";"Коломенская";"Замоскворецкая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:45, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:25:50, по 2 пути в 01:38:55";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:50, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:25:50, по 2 пути в 01:38:55";"";"5";"5";"";"85311977";
314;"Коломенская, вход 2 в северный вестибюль";"37.66499881";"55.67953422";"Коломенская";"Замоскворецкая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:45, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:25:50, по 2 пути в 01:38:55";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:50, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:25:50, по 2 пути в 01:38:55";"";"5";"5";"";"85311975";
315;"Коломенская, вход 3 в северный вестибюль";"37.66335108";"55.67925019";"Коломенская";"Замоскворецкая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:45, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:25:50, по 2 пути в 01:38:55";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:50, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:25:50, по 2 пути в 01:38:55";"";"5";"5";"";"85311972";
316;"Коломенская, вход 4 в северный вестибюль";"37.66488741";"55.67914037";"Коломенская";"Замоскворецкая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:45, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:25:50, по 2 пути в 01:38:55";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:50, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:25:50, по 2 пути в 01:38:55";"";"5";"5";"";"85311976";
317;"Коломенская, вход 1 в южный вестибюль";"37.662973";"55.6776979";"Коломенская";"Замоскворецкая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:45, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:25:50, по 2 пути в 01:38:55";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:50, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:25:50, по 2 пути в 01:38:55";"";"5";"5";"";"85311971";
318;"Коломенская, вход 2 в южный вестибюль";"37.66454562";"55.67765203";"Коломенская";"Замоскворецкая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:45, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:25:50, по 2 пути в 01:38:55";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:50, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:25:50, по 2 пути в 01:38:55";"";"5";"5";"";"85311974";
319;"Коломенская, вход 3 в южный вестибюль";"37.66278651";"55.67686086";"Коломенская";"Замоскворецкая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:45, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:25:50, по 2 пути в 01:38:55";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:50, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:25:50, по 2 пути в 01:38:55";"";"5";"5";"";"85311970";
320;"Коломенская, вход 4 в южный вестибюль";"37.66442221";"55.67675833";"Коломенская";"Замоскворецкая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:45, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:25:50, по 2 пути в 01:38:55";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:50, по 2 пути в 05:48:45; последний поезд по 1 пути в 01:25:50, по 2 пути в 01:38:55";"";"5";"5";"";"85311973";
321;"Комсомольская, вход 1 в вестибюль";"37.65607822";"55.77653319";"Комсомольская";"Кольцевая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:20, по 2 пути в 05:44:50; последний поезд по 1 пути в 01:27:00, по 2 пути в 01:32:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:41:45, по 2 пути в 05:46:20; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:38:40";"";"8";"8";"";"85311981";
322;"Комсомольская, вход 2 в вестибюль";"37.65590699";"55.77584046";"Комсомольская";"Кольцевая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:20, по 2 пути в 05:44:50; последний поезд по 1 пути в 01:27:00, по 2 пути в 01:32:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:41:45, по 2 пути в 05:46:20; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:38:40";"";"8";"8";"";"85311978";
323;"Комсомольская, вход 3 в вестибюль";"37.65528109";"55.77570816";"Комсомольская";"Сокольническая линия";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 01:31:20, по 2 пути в 05:56:35; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:31:00";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:20, по 2 пути в 05:56:35; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:31:00";"";"8";"8";"";"85311983";
324;"Комсомольская, вход 4 в вестибюль";"37.65612513";"55.7754917";"Комсомольская";"Сокольническая линия";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 01:31:20, по 2 пути в 05:56:35; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:31:00";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:20, по 2 пути в 05:56:35; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:31:00";"";"8";"8";"02.06.2014-10.07.2014";"85311982";
